"doaj_publishers","Freq"
"Drohobych Ivan Franko State Pedagogical University",1
"DR. SUGYAN KUMAR MAHANTY, CENTRAL SANSKRIT UNIVERSITY, VEDAVYAS CAMPUS, BALAHAR, DIST. KANGRA,TEHSIL-RAKKAR, H.P. INDIA, PIN – 177108",1
"Dr. Pascual Izquierdo-Egea",1
"Dr. Mario Bachmann, Dr. Nicole Boegelein",1
"Dr. K.N. Modi University",1
"Dr. K. Jaishankar",1
"Dow University of Health Sciences",1
"Dostoevsky Omsk State University",1
"DoRiF Università",1
"Donbas State Pedagogical University ",1
"Don State Technical University",1
"Dokuz Eylül University",1
"Dokuz Eylul University",1
"Dogus University",1
"Doctoral Program of History, Faculty of Humanities, Diponegoro University",1
"DOBA Business School Maribor",1
"DNU",1
"Dnipropetrovsk Oles Honchar National University",1
"Dnipropetrovsk National University of Railway Transport named after academician V. Lazaryan ",1
"Dnipro State Agrarian and Economic University",1
"Disputatio Editions-IAR",1
"Discrete Mathematics Letters",1
"Discrete Mathematics & Theoretical Computer Science",1
"DiscoverSys",1
"Discobolul Publishing House",1
"Diretoria do Patrimônio Histórico e Documentação da Marinha",1
"Dirección General Maritima",1
"Dirección General de Salud Pública. Consejería de Sanidad. Comunidad de Madrid",1
"Direção de Serviços de Educação Artística e Multimédia",1
"Diputació de València",1
"Diponegoro University; Association of Indonesian Coastal Management Experts",1
"Diponegoro University, Faculty of Animal and Agricultural Sciences, Department of Food Technology",1
"Diponegoro University, Faculty of Animal and Agricultural Sciences",1
"Dipartimento formazione e apprendimento - Scuola universitaria professionale della Svizzera italiana; Repubblica e Canton Ticino - Dipartimento dell'educazione, della cultura e dello sport (DECS)",1
"Dipartimento di Studi Linguistici e Letterari - Università di Padova",1
"Dipartimento di Lingue e Letterature Straniere - Università di Verona",1
"Dipartimento Culture e Società - Università di Palermo",1
"DINÂMIA’CET – IUL, Centre for Socioeconomic and Territorial Studies",1
"Dignity: A Journal on Sexual Exploitation and Violence",1
"Digital ProScholar Media",1
"Digital Culture & Education (DCE)",1
"Digital Commons/Bepress",1
"Didáctica de la Matemática: Pensamiento Numérico",1
"Didactic Association Andalucia ",1
"Dicle University Medical School",1
"Diamond Open Access Journals",1
"DiagnomX",1
"Diacronie",1
"Diacronia",1
"Deutscher Ärzte-Verlag",1
"Deutsche Mathematiker-Vereinigung e.V.",1
"Deuton-X",1
"Desafio Singular",1
"Department of Psychology, Islamia College Peshawar",1
"Department of Political Science Ushuluddin Faculty and Philosophy Alauddin State Islamic University of Makassar",1
"Department of Physics, Mahendra Morang Adarsh Multiple Campus, Tribhuvan University",1
"Department of Physics Education, Faculty of Education and Teaching, Universitas Sains Al-Quran",1
"Department of Music and Worship",1
"Department of Modern Languages, University of Helsinki",1
"Department of Modern Languages and Cultural Studies, University of Alberta",1
"Department of Mathematics, J.J. Strossmayer University of Osijek in cooperation with the Osijek Mathematical Society",1
"Department of Mathematics, FMIPA, Universitas Padjadjaran",1
"Department of Mathematics Education, UIN Sunan Ampel Surabaya",1
"Department of Mathematics Education",1
"Department of Management, Faculty of Economics, Universitas Negeri Malang",1
"Department of Library Science  Program Studi Ilmu Perpustakaan UIN Alauddin",1
"Department of Languages, Literatures, and Cultures at McGill University",1
"Department of Islamic Education",1
"Department of International and Strategic Studies, University of Malaya, Malaysia'",1
"Department of Internal Medicine, Faculty of Medicine Universitas Indonesia-Cipto Mangunkusumo Hospital",1
"Department of German Studies",1
"Department of Geography Education, University of Jember",1
"Department of Fish Health Management and Aquaculture",1
"Department of English, Faculty of Arts and Letters, University of Santo Tomas",1
"Department of English Teacher Education ",1
"Department of English Studies Faculty of Pedagogy and Fine Arts Adam Mickiewicz University",1
"Department of Electrical Engineering, Faculty of Engineering, Tanjungpura University",1
"Department of Economics",1
"Department of Chemistry, Pattimura University",1
"Department of Chemistry, Faculty of Mathematics and Natural Sciences, Universitas Andalas",1
"Department of Chemical Education, UIN Sunan Gunung Djati Bandung",1
"Department of Biology Education, Faculty of Teacher Training and Education, Universitas Muhammadiyah",1
"Department of Art History, University of Birmingham",1
"Department of Architecture Universitas Indonesia",1
"Department of Agronomy and Horticulture",1
"Department of Agricultural Engineering, Faculty of Agricultural Technology",1
"Departemen Ilmu Komunikasi, FISIP Universitas Indonesia",1
"Departamento Teoría de los Lenguajes y Ciencias de la Comunicación, Universidad de Valencia",1
"Departamento de Telecomunicaciones y Telemática",1
"Departamento de História - Colégio Pedro II",1
"Departamento de Geografía, Facultad de Humanidades, Universidad Nacional del Comahue",1
"departamento de geografia",1
"Departamento de Ciência e Tecnologia Aeroespacial",1
"Departamento de Ciência da Informação",1
"Dentitio",1
"Dental Press Editora ",1
"Den norske legeforening",1
"Delta Medical College, Dhaka",1
"Delo",1
"Delft University of Technology",1
"Deer Hill Publications",1
"Deccan College of Medical Sciences",1
"DEANZ",1
"Dean of Medical Faculty",1
"DE GRUYTER Poland Bogumila Zuga 32A Str. 01-811 Warsaw, Poland T: +48 22 701 50 15",1
"De Gruyter Poland",1
"Dartmouth College Library",1
"Dartmouth College",1
"Danube-University Krems",1
"Dansk Universitetspædagogisk Netværk",1
"Dansk Historisk Fællesråd & Foreningen Danmarks Folkeminder",1
"Daniel Koehler",1
"Daniel Huerlimann",1
"Damghan university",1
"Dalhousie University Libraries",1
"Dalat University",1
"Daghestan State Technical University",1
"Dae Hyun Jo",1
"Da Vinci Media",1
"D. G. Pylarinos",1
"Czech University of Life Sciences Prague",1
"Czech Technical University, Prague",1
"Czech Technical University in Prague - Central Library",1
"Czech Statistical Office",1
"Czech Society of Systems Integration",1
"Czech Pedagogical Society",1
"Czech Academy of Sciences, Institute of Physiology ",1
"Czech Academy of Sciences, Institute of Philosophy",1
"Czech-Moravian Psychological Society (CMPS)",1
"Cyprus International University",1
"Cygne noir",1
"Cybrarians: The Arabic Portal for Librarianship and Information",1
"CV Ciencias del Deporte RedIRIS",1
"Currículo sem Fronteiras",1
"Cumhuriyet Üniversitesi",1
"Cultural Studies Association",1
"Cukurova University Faculty of Medicine",1
"CSIRO Publishing",1
"CSEI; ASEM",1
"Croatian Society of Art Historians",1
"Croatian Society for Medical Biochemistry and Laboratory Medicine",1
"Croatian scientific society for the history of health culture",1
"Croatian Philosophical Society",1
"Croatian Operational Research Society",1
"Croatian Metallurgical Society",1
"Croatian Leather and Footwear Society",1
"Croatian Interdisciplinary Society",1
"Croatian Geological Survey",1
"Croatian Geographical Society",1
"Croatian Forest Research Institute",1
"Croatian Ethnological Society",1
"Croatian Defence Academy",1
"Croatian Dairy Union",1
"Croatian Communications and Information Society (CCIS)",1
"Croatian Chemical Society",1
"Croatian Cartographic Society",1
"Croatian Association of Civil Engineers",1
"Croatian Academy of Sciences and Arts",1
"Criminocorpus",1
"Criminal Law Department, Faculty of Law, Pattimura University",1
"CRIFPE - Centre de recherche interuniversitaire sur la formation et la profession enseignante",1
"CRI «Electronics»",1
"CRET",1
"Creighton University",1
"Creative Decisions Foundation",1
"Creanet.es",1
"Crane Publishing Co",1
"CRA-PR - Conselho Regional de Administração do Paraná",1
"Covenant Publications",1
"Cosmos and History Publishing Co-op.",1
"COSMOS + TAXIS",1
"Corvinus University of Budapest",1
"Cortez Editora Ltda",1
"Corpus Research Center",1
"Corporación Universitaria Republicana",1
"Corporacion Universitaria Rafael Nuñez",1
"Corporación Universitaria Iberoamericana",1
"Corporación Universitaria del Caribe",1
"Corporación Universitaria Autónoma de Nariño",1
"Corporación Filosofía y Sociedad",1
"Corporación Educativa Jorge Robledo",1
"Corporación de Ciencia y Tecnología para el Desarrollo de la Industria Naval, Marítima y Fluvial - COTECMAR",1
"Corporación Colombiana de Investigación Agropecuaria (Corpoica)",1
"Coquina Press",1
"Copernicus Publications on behalf of the TU Delft",1
"Copernicus Center Press",1
"Coordinamento SIBA",1
"Continuo",1
"Continuing Education and Scientific Research Association (CESRA), Turkey",1
"Continental Thought and Theory Editorial Board",1
"Contemporary Aesthetics, Inc.",1
"Constructive Mathematical Analysis",1
"Constitutional Court of the Republic of Indoneisa",1
"Constitutional Court of Georgia",1
"Conspress",1
"Consortium of Islamic Medical Colleges",1
"Consortium of European Natural History Museums",1
"Consilium LLC",1
"Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria - Research Centre for Forestry and Wood",1
"Conserveries Mémorielles",1
"Conservatorio Superior de Música de Jaén",1
"Conselho Regional de Contabilidade de Santa Catarina",1
"Conselho Regional de Contabilidade de Minas Gerais",1
"Conselho Nacional de Pesquisa e Pós Graduação em Direito",1
"Conselho Nacional de Pesquisa e Pós-Graduação em Direito",1
"Conselho Federal de Psicologia",1
"Conselho Federal de Medicina",1
"Conselho Federal de Contabilidade (CFC)",1
"Conselho Brasileiro de Oftalmologia",1
"Consejo Nacional de Investigaciones Científicas y Técnicas",1
"Consejo Nacional de Acreditación en Informática y Computación A.C. ",1
"Consejo Mexicano de Investigación Educativa, A.C.",1
"Consejo de la Juventud de Extremadura",1
"Consejo de Investigaciones Científicas y Técnicas Investigaciones Socio-Históricas Regionales",1
"Consejería de Educación, Cultura y Deporte del Gobierno de Cantabria (CRIEME)",1
"Consejería de Educación ",1
"CONICET, Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines",1
"Congreso de los Diputados",1
"Confins",1
"Conferencia Académica Permanente de Investigación Contable (CAPIC)",1
"Confederação Nacional dos Trabalhadores em Educação",1
"Conductual: Revista Internacional de Interconductismo y Análisis de Conducta",1
"Con-textos Kantianos",1
"Comunidad Matemática de la Costa Caribe Nicaragüense",1
"ComSIS Consortium",1
"Computing and Information Technology Research and Education (CITRENZ)",1
"Computer Vision Center Press",1
"Compuscript",1
"Comparative Cognition Society",1
"Company of Biologists",1
"Companhia de Saneamento Básico do Estado de São Paulo S.A (SABESP)",1
"Communications in Plant Sciences",1
"Communications in Information Literacy",1
"Communication Direction Institute, Novi Sad & University of Belgrade - Faculty of Political Sciences, Belgrade",1
"Commonwealth of Learning",1
"Commission on the Geography of Tourism, Leisure and Global Change of the International Geographical Union",1
"Comité Latinoamericano de Matemática Educativa ",1
"Comisión Nacional de Prevención de Riesgos y Atención de Emergencias",1
"Comhar Teoranta",1
"Comenius University in Bratislava, Faculty of Law",1
"Columbia Data Analytics, LLC",1
"Cologio Oficial de Psicólogos del Principado",1
"Collegium of Economic Analysis, SGH Warsaw School of Economics",1
"College of Veterinary Medicine, University of Fallujah",1
"College of Veterinary Medicine",1
"College of Science for Women, University of Baghdad",1
"College of Pharmacy University of Baghdad",1
"College of Nursing,University of Mosul",1
"College of Natural and Computational Sciences",1
"College of Medical Sciences",1
"College of Liberal Arts, San Beda College",1
"College of Letters and Science of the University of California Santa Barbara",1
"College of Humanities and Social Sciences",1
"College of Education for Women",1
"College of Education for Pure Sciences",1
"College of Anaesthesiologists of Sri Lanka",1
"College of Agriculture",1
"College of Administration and Economics",1
"Collaboration (Ömer ÖZKAN, Murat Çemberci, Mustafa Emre Civelek, Nagehan Uca, Oksan Kibritçi)",1
"Collaborating Academics IP",1
"Colegio Profesional de Psicólogos de Costa Rica",1
"Colegio Nacional de Letrados de la Administración de Justicia",1
"Colegio Mexicano de Inmunología Clínica y Alergia, A.C.",1
"Colegio Médico del Perú",1
"Colegio de Profesionales del Trabajo Social de Puerto Rico (CPTSPR)",1
"Colegio de México",1
"Colegio de Graduados en Antropología de la República Argentina",1
"Colegio de Enfermería de Caceres",1
"Colegio de Economistas de A Coruña",1
"Colegio Colombiano de Terapia Ocupacional",1
"Colégio Brasileiro de Reprodução Animal - CBRA",1
"Colégio Brasileiro de Radiologia e Diagnóstico por Imagem",1
"Colégio Brasileiro de Patologia Animal (CBPA)",1
"Colégio Brasileiro de Parasitologia Veterinaria ",1
"Colégio Brasileiro de Cirurgiões",1
"Colégio Brasileiro de Cirurgia Digestiva",1
"Colégio Brasileiro de Ciências do Esporte",1
"Colectivo para el Análisis Pluridisciplinar de la Iconografía Religiosa Europea (CAPIRE)",1
"Col·legi Oficial de Bibliotecaris i Documentalistes de la Comunitat Valenciana",1
"Code4Lib",1
"Coalition of Urban and Metropolitan Universities",1
"Clinical and Experimental Ocular Trauma and Infection",1
"CLELEjournal",1
"Claudinei de Camargo Santana",1
"Claremont Colleges Library",1
"Civilistica.com",1
"Civilisations et Littératures d’Espagne et d’Amérique du Moyen Âge aux Lumières (CLEA) - Paris Sorbonne",1
"Ciudad Autónoma de Buenos Aires : C. Duek N. Enriz",1
"Ciudad Autónoma de Buenos Aires",1
"City Medical emergency department, Belgrade",1
"CITDD Publishing House",1
"CITCEM",1
"CISA Publisher",1
"Círculo Médico de Rosario",1
"CIRAD",1
"Cimmeria Publishing",1
"CILIP Library & Information Research Group",1
"CILA",1
"Cihan University-Erbil",1
"Cifra Publishing House",1
"CienciaCognitiva.org",1
"CIED - Centro Interdisciplinar de Estudos Educacionais",1
"Christopher Newport University",1
"Christian Academic Circle",1
"Chiriotti Editori",1
"Chinese Society of Agricultural Engineering",1
"Chinese Institute of Automation Engineers (CIAE) & Taiwan Smart Living Space Association (SMART LISA)",1
"Chinese Geoscience Union",1
"Chinese Chemical Society",1
"Chinese Anti-Cancer Association; Chinese Antituberculosis Association",1
"Chinese American Librarians Association",1
"Chinese American Educational Research and Development Association",1
"Chinese Academy of Sciences",1
"China Medical University",1
"China electric power research institute",1
"China Anti-Cancer Association",1
"Children at Risk Institute",1
"Children at Risk",1
"Chiang Mai University",1
"Cherkasy State Technological University",1
"Cherepovets State University",1
"Chemistry Department, Faculty of Sciences and Mathematics, Diponegoro University",1
"Chemical Society of Ethiopia",1
"Chemical Engineering Department of Syiah Kuala University",1
"Chartered Institute of Library and Information Professionals",1
"Charles University, Faculty of Education",1
"Charles University in Prague, Faculty of Education",1
"Charles University",1
"Charles Sturt University (Australia); University of Lincoln (UK)",1
"Charles Sturt University",1
"Chamber of Financial Auditors of Romania",1
"CHAKOR Abdellatif",1
"Chaing Mai University",1
"CH Beck",1
"Cerrahi Sanatlar Dergisi ",1
"CERN",1
"CeRIP",1
"CERES / KHK Bochum",1
"Cercle linguistique du Centre et de l'Ouest - CerLICO",1
"CEOs Ltd.",1
"Centrum Rzeczoznawstwa Budowlanego",1
"Centros de Integración Juvenil A.C. ",1
"Centro Universitário UnirG",1
"Centro Universitário Unifafibe",1
"Centro Universitário UNA",1
"Centro Universitário Teresa D'Ávila - UNIFATEA",1
"Centro Universitário Senac",1
"Centro Universitário Salesiano de São Paulo",1
"Centro Universitário Redentor",1
"Centro Universitario Newton Paiva",1
"Centro Universitário Franciscano",1
"Centro Universitário FG",1
"Centro Universitário Estadual da Zona Oeste",1
"Centro Universitário Estácio da Amazônia",1
"Centro Universitário de Valença",1
"Centro Universitário de João Pessoa (Unipê)",1
"Centro Universitário de Brasilia",1
"Centro Universitário de Belo Horizonte",1
"Centro Universitário de Anápolis",1
"Centro Universitário Curitiba",1
"Centro Universitário Católica de Quixadá",1
"Centro Universitario Cardenal Cisneros",1
"Centro Universitário Campos de Andrade",1
"Centro Universitário Adventista de São Paulo",1
"Centro Scalabriniano de Estudos Migratórios",1
"Centro Regional de Formación Docente e Investigación Educativa para el Sur Sureste",1
"Centro Provincial de Información de Ciencias Médicas. Cienfuegos",1
"Centro Provincial de Información de Ciencias Médicas",1
"Centro Provincial de Ciencias Médicas  Mayabeque",1
"Centro para el Desarrollo de las Ciencias Sociales y Humanísticas en Salud",1
"Centro Latinoamericano de Estudos em Cultura",1
"Centro Latinoamericano de Estudios en Informática",1
"Centro Latino-Americano de Estudos em Cultura",1
"Centro Internacional Virtual de Investigación en Nutrición (CIVIN)",1
"Centro Internacional de Estudios Superiores de Comunicación para América Latina (CIESPAL)",1
"Centro Internacional de Estudios de Derecho Ambiental",1
"Centro Internacional de Agricultura Tropical",1
"Centro Hospitalar do Porto",1
"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca",1
"Centro Español de Documentación sobre Discapacidad (CEDD)",1
"Centro em Rede de Investigação em Antropologia",1
"Centro Einaudi",1
"Centro Editorial of Facultad de Ciencias Agrarias, Universidad Nacional de Colombia",1
"Centro de Referencia para la Educación de Avanzada",1
"Centro de Perfeccionamiento ""Ricardo C. Nuñez"" del Poder Judicial de la Provincia de Córdoba",1
"Centro de Normalización Lingüística de la Lengua de Signos Española CNLSE",1
"Centro de Memória do Oeste de Santa Catarina",1
"Centro de Investigaciones y Publicaciones Farmaceuticas",1
"Centro de Investigaciones Sociológicas (CIS)",1
"Centro de Investigaciones Sociales (CIS)",1
"Centro de Investigaciones sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional de Córdoba",1
"Centro de Investigaciones para la Industria Minero Metalúrgica (CIPIMM)",1
"Centro de Investigaciones Médico-Quirúrgicas",1
"Centro de Investigaciones Filosóficas",1
"Centro de Investigación y Estudios Superiores en Antropología Social (CIESAS-CONACYT)",1
"Centro de Investigación y Educación Popular / Programa por la Paz",1
"Centro de Investigación Social (CIS)",1
"Centro de Investigación sobre Desarrollo Humano y Sociedad",1
"Centro de Investigacion Flamenco Telethusa",1
"Centro de Investigación en Comportamiento Organizacional Cincel",1
"Centro de Investigación en Alimentación y Desarrollo",1
"Centro de Investigación de Estudios Comparados de América Latina",1
"Centro de Información y Gestión Tecnológica (CIGET) Holguín ",1
"Centro de Información y Gestión Tecnológica",1
"Centro de Gestión de la Información y Desarrollo de la Energía (CUBAENERGIA)",1
"Centro de Filosofía Clásica Alemana",1
"Centro de Estudos Latino-Americanos sobre Cultura e Comunicação",1
"Centro de Estudos em Geopolítica e Relações Internacionais",1
"Centro de Estudos Educação e Sociedade, CEDES",1
"Centro de Estudos Educação e Sociedade (CEDES)",1
"Centro de Estudos e Pesquisas em Educação, Cultura e Ação Comunitária",1
"Centro de Estudos de Cultura Contemporânea, CEDEC",1
"Centro de Estudos de Comunicação e Sociedade (CECS)",1
"Centro de Estudios Superiores e Investigación en Ciencias del Agro (CESICA)",1
"Centro de Estudios Mexicanos y Centroamericanos",1
"Centro de Estudios Latinoamericanos de Educación Inclusiva",1
"Centro de Estudios Históricos Fray Pasqual Salmerón",1
"Centro de Estudios Históricos de los Trabajadores y las Izquierdas",1
"Centro de Estudios Históricos",1
"Centro de Estudios Hemisféricos y Polares",1
"Centro de Estudios Financieros",1
"Centro de Estudios en Biodiversidad",1
"Centro de Estudios e Investigaciones Laborales (CEIL-CONICET) ; Centro de Investigación y Estudios Superiores en Antropología Social (CIESAS-CONACYT)",1
"Centro de Estudios de Historia Militar",1
"Centro de Estudio de las Migraciones y las Relaciones Interculturales CEMyRI",1
"Centro de Documentación Musical de Andalucía",1
"Centro de Documentacion e Investigacion de la Cultura de Izquierdas (CeDInCI)",1
"Centro de Diseño, Cine y Television",1
"Centro de Apoyo Psicopedagógico Aragón A.C.",1
"Centro Cultural Justiça Federal",1
"Centro Científico y Tecnológico-CONICET, Mendoza & Universidad Nacional de La Pampa",1
"Centro Centroamericano de Población",1
"Centro Brasileiro de Estudos de Saúde",1
"Centro Brasileiro de Análise e Planejamento",1
"Centro Asociado de la U.N.E.D.",1
"Centro Argentino de Meteorólogos",1
"Centro Argentino de Investigadores de Arte",1
"Centre Urbanisation Culture Société (UCS) de l'INRS",1
"Centre of Social Development and Innovation and Ternopil Volodymyr Hnatiuk National Pedagogical University",1
"Centre of Social and Psychological Sciences Slovak Academy of Sciences, Institute of Social Sciences, Košice ",1
"Centre of Regional Research",1
"Centre of Migration Research, University of Warsaw, and Polish Academy of Sciences ",1
"Centre National de la Recherche Scientifique",1
"Centre National d'Enseignement à Distance",1
"Centre Littéraire d'Impression Provençal",1
"Centre interdisciplinaire d’Études du Religieux (CIER) ",1
"Centre Interdisciplinaire d'Etudes et de Recherches sur l'Allemagne (CIERA)",1
"Centre Français d’Archéologie et de Sciences Sociales de Sanaa",1
"Centre for the Study of Living Standards",1
"Centre for Strategic Research & Analysis",1
"Centre for Southeast European Studies ",1
"Centre for Social Research and Development, Economics, Policy and Climate Change; Development and Innovation Agency; Ministry of Environment and Forestry",1
"Centre for Social Research and Development, Economics, Policy and Climate Change",1
"Centre for Security Governance",1
"Centre for Science and Technology, IAIN Surakarta",1
"Centre for Resilience & Socio-Emotional Health",1
"Centre for Philosophical Research",1
"Centre for Greek and Roman Antiquity",1
"Centre for Global Education",1
"Centre for Fashion Diversity and Social Change, Ryerson University",1
"Centre for European Studies",1
"Centre for Child and Adolescent Mental Health, Eastern and Southern Norway (RBUP)",1
"Centre for Addiction and Mental Health",1
"Centre Expert contre la Cybercriminalité Français (CECyF)",1
"Centre de Recherches sur les Mondes Américains",1
"Centre de recherches sur les arts et le langage",1
"Centre de Recherches Ibériques et Ibéro-Américaines",1
"Centre de Recherches Historiques",1
"Centre de Recherche et d'Etudes en Civilisation Britannique",1
"Centre de Recherche du Château de Versailles",1
"Centre de Recherche ""Texte et Critique de Texte""",1
"Centre d’Etudes de l’Inde et de l’Asie du Sud",1
"Centre d´Histoire et Théorie des Arts",1
"Centre d'Études Médievales Auxerre",1
"Centre d'Etudes et de Recherche sur les Sociétés et les Institutions Post-Soviétiques",1
"Centre d'Études Balkaniques ",1
"Central Washington University",1
"Central Scientific Research Institute of Armament and Military Equipment of Armed Forces of Ukraine",1
"Central Research Institute for Epidemiology",1
"Central Queensland University",1
"Central Mining Institute (Glówny Instytut Górnictwa)",1
"Central Library of Astan Quds Razavi",1
"CentMa",1
"Centers for Disease Control and Prevention",1
"Center of Support and Development of Actual Research in the Field of Historical Weaponry",1
"Center of Language and Culture Studies, Surakarta, Indonesia",1
"Center for the Study of Innovative Freedom",1
"Center for Sustainable Development, Belgrade",1
"Center for Study of Religion and Religious Tolerance",1
"Center for solar Energy Research and Studies",1
"Center for Scientific Research and Development of Education.",1
"Center for Research of Modern and Contemporary History Tuzla",1
"Center for Research and Publication UIN Ar-Raniry and Department of Mathematics Education UIN Ar-Raniry.",1
"Center for Research and Development of Religious Literature and Heritage; Agency for Research and Development; Training Ministry of Religious Affairs of the Republic of Indonesia",1
"Center for Research and Community Service (LP2M) in cooperation with the Master's Degree of Islamic Education Department Postgraduate Program Ar-Raniry State Islamic University Banda Aceh",1
"Center for Religious Sciences Kom, Belgrade",1
"Center for Publication, Research, and Social Empowerment (LP3M) Nurul Jadid University Paiton Probolinggo.",1
"Center for Philosophy of Media and Media Research",1
"Center for Open and Multimedia Eduacation of the University of Warsaw ",1
"Center for Nuclear Minerals Technology",1
"Center for Near and Middle Eastern Studies ",1
"Center for Leather, Rubber, and Plastics",1
"Center for Islamic and Middle Eastern Legal Studies (CIMELS)",1
"Center for Interdisciplinary Writing and Research",1
"Center for Hellenic Studies, Trustees for Harvard University",1
"Center for Hellenic Studies",1
"Center for Health in Mission",1
"Center For Handicraft And Batik, Ministry of Industry Republic of Indonesia",1
"Center for Governance and Culture in Europe",1
"Center for Economic and Financial Research, Belgrade",1
"Center for Development of Nuclear Informatics, National Nuclear Energy Agency (BATAN)",1
"Center for Comparative Philosophy & University Library at San Jose State University",1
"Center for  Europe, Warsaw University",1
"Cem Isik",1
"Celsius Publishing House",1
"Cell and BioPharmaceutical Institute",1
"Celal Öney",1
"Celal Bayar University",1
"CEILAP-UNIDEF-CONICET-CITEDEF",1
"CEGOT",1
"CEG",1
"CEFAPRO de Sinop",1
"CEFAC Saúde e Educação",1
"CEDLA",1
"CEACT/UAL- Centro de Estudos de Arquitectura, Cidade e Território da Universidade Autónoma de Lisboa",1
"CEA Unidad Ejecutora CONICET-UNC (20730)",1
"Catholic University of Louvain",1
"Catholic faculty of theology Split",1
"Catholic Faculty of Theology Ðakovo",1
"Catherine GHOSN",1
"Cátedra Miguel Delibes",1
"Cátedra Internacional Conjunta Inocencio III",1
"CASPUR-CIBER Publishing",1
"Casa de Velázquez",1
"Casa Cartii de Stiinta Cluj-Napoca",1
"Carol I National Defence University Publishing House ",1
"Carol Davila University of Medicine and Pharmacy Publishing House",1
"Cardiocentro Ernesto Che Guevara",1
"Cardiff University Press",1
"CARAFE - Communauté pour l’Avancement de la Recherche Appliquée Francophone en Ergothérapie",1
"CAPORCI",1
"Çankiri Karatekin University",1
"Çanakkale Onsekiz Mart Üniversitesi Sosyal Bilimler Enstitüsü",1
"Canadian Society for the Study of Higher Education",1
"Canadian Society for the Study of Education.",1
"Canadian Society for the Study of Education",1
"Canadian Society for Studies in Education",1
"Canadian Society for Pharmaceutical Sciences",1
"Canadian Science Publishing",1
"Canadian Philosophy of Education Society",1
"Canadian Online Publication Group (COPG) ",1
"Canadian Medical Education Journal",1
"Canadian History of Education Association",1
"Canadian Centre for Studies in Publishing",1
"Canadian Association of Young Children",1
"Câmara Municipal de Lisboa, Arquivo Municipal",1
"Caltech Library",1
"Californian Journal of Health Promotion",1
"CAEN",1
"Cadernos de Informação Jurídica",1
"CADAAD",1
"bwpat Förder-Club e.V.",1
"BVL",1
"BÜTEK Bogaziçi Egitim Turizm Teknopark Uygulama ve Dan. Hiz. San. Tic. A.S.",1
"Business School PAR",1
"Bushehr University of Medical Sciences",1
"Bursa Uludag University",1
"Bursa Technical University",1
"Bundesministerium für Bildung, Wissenschaft und Forschung",1
"Bundesministerium für Bildung und Frauen, Bundesinstitut für Erwachsenenbildung",1
"Bulgarian Soil Science Society ",1
"Bulgarian Comparative Education Society (BCES)",1
"Bulgarian Association of Young Surgeons ",1
"Bulgarian Association of Young Surgeons",1
"Bülent Ecevit University",1
"Bukovinian  State Medical university",1
"Buck Institute for Age Research",1
"Bucharest University Press",1
"Bucharest Academy of Economic Studies Publishing House",1
"Bu-Ali Sina University",1
"Brown University",1
"Brno University of Technology",1
"British Education Studies Association",1
"Brill/Nijhoff",1
"Brigitte Lurger, Elisabeth Staudegger, Stefan Storr",1
"Brepols Publishers",1
"Brechner Center for Freedom of Information, University of Florida",1
"Brazilian Society of Plant Breeding",1
"Brazilian Society of Geriatrics and Gerontology",1
"Brazilian Society of Finance",1
"Brazilian Society of Endocrinology and Metabolism",1
"Brazilian Society of Chemical Engineering",1
"Brazilian Political Science Association",1
"Brazilian Information Design Society (SBDI)",1
"Brazilian Association of Sleep and Latin American Federation of Sleep Societies ",1
"Brazilian Association of Sanitary and Environmental Engineering",1
"Brazilian Association of Political Communication Scholars",1
"Brazilian Army",1
"Brawijaya University",1
"BPFP Universitas Bengkulu",1
"Boston Univeristy",1
"Boston College",1
"Borntraeger",1
"Borgis",1
"Boom uitgevers Den Haag",1
"Boom juridisch",1
"Bononia University Press",1
"Bolan Society for Pure and Applied Biology (BSPAB)",1
"Bogucki Wydawnictwo Naukowe",1
"Bogor Agricultural University; Indonesian Food Technologist Association (IAFT)",1
"Bogomolets National Medical University",1
"Bogdan Chmelnitskiy Melitopol State Pedagogical University",1
"BKL Walawalkar Rural Medical College & Hospital",1
"BiSEd",1
"Birjand University of Medical Sciences and Health Services",1
"Birat Medical College and Teaching Hospital",1
"Biotika",1
"Biotechnology Society of Nepal",1
"Bioresource Research Center (BRC), Islamabad",1
"Biome Scientia",1
"Biomath Forum",1
"Biolinguistics",1
"Biogenic Press",1
"BioExcel Publishing Ltd",1
"BioéthiqueOnline",1
"Bina Sarana Informatika",1
"BilaTserkva National Agrarian University",1
"Bielsko-Biala School of Finance and Law",1
"Bielefeld University",1
"Bibliothèque Nubar de l'UGAB",1
"Bibliothèque de l'Université de Genève",1
"Biblioteca de Catalunya",1
"Biblioteca Atena",1
"Bharati Biomedical and Advance Research Centre",1
"Betasciencepress Publishers",1
"Beta ",1
"Berlin Regener Publishing House",1
"Berkeley Electronic Press",1
"Bergische Universität Wuppertal",1
"Bergen Open Access Publishing",1
"Beni-Suef University ",1
"Belvedere Meridionale LTD.",1
"Belitung Raya Foundation",1
"Belgrade Center for Music and Dance",1
"Belgorod State Technological University namaed after V.G. Shoukhov",1
